ticker,date,h,stk,spy,abn,period,price
HRGN,2023-01-26,5,-0.07430340808653813,0.0164415636663281,-0.09074497175286622,disc,6.460000038146973
HRGN,2023-01-26,10,-0.17956653878671663,0.005817432241542031,-0.18538397102825865,disc,6.460000038146973
TLRY,2024-01-10,1,-0.015789433529502468,0.0006927397250708036,-0.01648217325457327,disc,19.0
TLRY,2024-01-10,3,0.0842105463931435,-0.008523139512065991,0.09273368590520949,disc,19.0
TLRY,2024-01-10,5,0.05263157894736842,0.012763695800067615,0.0398678831473008,disc,19.0
TLRY,2024-01-10,10,0.005263177972090871,0.023218216472931673,-0.017955038500840802,disc,19.0
TLRY,2024-05-01,1,0.03960392113094816,0.012395322615995108,0.027208598514953053,disc,20.200000762939453
TLRY,2024-05-01,3,-0.01980205498867016,0.023978805018338767,-0.043780860007008926,disc,20.200000762939453
TLRY,2024-05-01,5,-0.01980205498867016,0.029978385774021513,-0.04978044076269167,disc,20.200000762939453
TLRY,2024-05-01,10,0.04950494862528325,0.04684870942181205,0.002656239203471196,disc,20.200000762939453
BTCS,2024-01-12,1,-0.05714287076677595,-0.005558680587817926,-0.05158419017895802,disc,1.75
BTCS,2024-01-12,3,-0.09714283261980329,0.015791801140510403,-0.1129346337603137,disc,1.75
BTCS,2024-01-12,5,-0.1714285441807338,0.02090832928835497,-0.1923368734690888,disc,1.75
BTCS,2024-01-12,10,-0.011428560529436384,0.033604999092048546,-0.045033559621484934,disc,1.75
PDRO,2022-11-09,1,0.0,0.009678500343534416,-0.009678500343534416,disc,2.190000057220459
PDRO,2022-11-09,3,0.0,0.009627778178984601,-0.009627778178984601,disc,2.190000057220459
PDRO,2022-11-09,5,0.0,-0.0011401662171517928,0.0011401662171517928,disc,2.190000057220459
PDRO,2022-11-09,10,0.0,0.019356923366696043,-0.019356923366696043,disc,2.190000057220459
LXRX,2023-01-04,1,0.028846242018708522,0.02293210389973104,0.0059141381189774835,disc,2.0799999237060547
LXRX,2023-01-04,3,0.03846161781683767,0.029521802797468757,0.008939815019368913,disc,2.0799999237060547
LXRX,2023-01-04,5,0.10096156050467713,0.04633872725500108,0.054622833249676046,disc,2.0799999237060547
LXRX,2023-01-04,10,0.11538462420187086,0.043492012725068946,0.07189261147680191,disc,2.0799999237060547
FTFT,2024-01-08,1,-0.056737600644764984,0.005655424681706068,-0.06239302532647105,disc,56.400001525878906
FTFT,2024-01-08,3,-0.27659577777955136,0.005908643040681088,-0.2825044208202324,disc,56.400001525878906
FTFT,2024-01-08,5,-0.3971631368768804,-0.003355272055177388,-0.393807864821703,disc,56.400001525878906
FTFT,2024-01-08,10,-0.347517761676389,0.024288869855294597,-0.3718066315316836,disc,56.400001525878906
TGL,2024-03-15,1,0.12020460358056266,0.005557143669807007,0.11464745991075566,disc,3910.0
TGL,2024-03-15,3,0.14066496163682865,0.018211650591274373,0.12245331104555428,disc,3910.0
TGL,2024-03-15,5,0.11253196930946291,0.013473529573477472,0.09905843973598544,disc,3910.0
TGL,2024-03-15,10,0.340153452685422,0.011660183431559721,0.3284932692538623,disc,3910.0
GUER,2023-07-27,1,-0.07692307692307693,0.002242013159191432,-0.07916509008226835,disc,3.25
