ticker,cluster_date,n_insiders,total_value,window_start,window_end,has_ceo,has_cfo,has_c_suite,titles_in_cluster,roles_in_cluster
CTKB,2022-02-23,3,20683235.22,2022-02-14,2022-02-23,False,False,False,,Director
OEC,2022-02-24,3,862250.0,2022-02-24,2022-02-24,True,False,True,Chief Executive Officer,"Director|Director,Officer"
FCNCA,2022-02-24,3,395698.32,2022-01-27,2022-02-24,False,True,True,Chief Financial Officer|Chief Strategy Officer|Chief Human Resources Officer,Officer
RILY,2022-02-28,3,7604226.12,2022-02-28,2022-02-28,True,False,True,Co-CEO|Chairman and Co-CEO,"Director|Director,Officer,TenPercentOwner|Officer"
MNKD,2022-02-28,5,658397.21,2022-02-28,2022-02-28,True,False,True,Chief Commercial Officer|Chief Executive Officer,"Director|Director,Officer|Officer"
PTVE,2022-02-28,3,653866.15,2022-02-28,2022-02-28,False,False,False,,Director
FGMC,2022-03-01,4,2200000.0,2022-03-01,2022-03-01,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
EOSE,2022-03-01,3,278825.0,2022-03-01,2022-03-01,True,True,True,Chief Financial Officer|Chief Executive Officer,"Director|Director,Officer|Officer"
AMWD,2022-03-01,3,748336.01,2022-03-01,2022-03-01,True,True,True,PRESIDENT & CEO|VP & CFO,Director|Officer
COMM,2022-03-01,3,197400.0,2022-02-23,2022-03-01,False,False,False,"SVP, Chief Legal Officer & Sec",Director|Officer
GLT,2022-03-03,3,520933.95,2022-02-17,2022-03-03,True,False,True,Chairman and CEO,"Director|Director,Officer"
JRVR,2022-03-03,3,1775422.5,2022-03-02,2022-03-03,True,False,True,Chief Executive Officer,"Director|Director,Officer"
DOUG,2022-03-04,3,477850.0,2022-03-04,2022-03-04,False,True,True,"Executive Vice President & COO|SVP, Treasurer & CFO","Director|Director,Officer|Officer"
PRPL,2022-03-04,3,46955630.35,2022-03-03,2022-03-04,False,False,False,,"Director|Director,TenPercentOwner"
HLMN,2022-03-07,5,2194625.1,2022-03-07,2022-03-07,True,True,True,"Div President, Hillman US|Chief Marketing Officer|Div. Pres. - Robo. and Digital|COB, President and CEO|CFO and Treasurer","Director,Officer|Officer"
XM,2022-03-07,3,17715372.71,2022-02-18,2022-03-07,False,False,False,,"Director,TenPercentOwner"
CROX,2022-03-07,3,3045739.84,2022-02-17,2022-03-07,False,False,False,,Director
UTZ,2022-03-07,5,720473.73,2022-03-07,2022-03-07,True,True,True,Chief Executive Officer|EVP & CFO|EVP & COO,"Director|Director,Officer|Officer"
APPN,2022-03-07,3,13726484.47,2022-02-23,2022-03-07,False,False,False,,TenPercentOwner
FSK,2022-03-08,3,202957.9,2022-03-02,2022-03-08,False,False,False,Co-President and CIO,Director|Officer
INCY,2022-03-08,3,170788283.61,2022-02-10,2022-03-08,False,False,False,,"Director,TenPercentOwner"
DASH,2022-03-08,4,199851908.12,2022-03-08,2022-03-08,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
FRST,2022-03-08,3,517524.91,2022-03-08,2022-03-08,True,True,True,"Pres Panacea Financial|EVP, CFO|President/CEO","Director,Officer|Officer"
BAND,2022-03-08,3,616628.55,2022-02-28,2022-03-08,False,True,True,General Counsel|Chief Financial Officer,Director|Officer
BLL,2022-03-10,3,1381499.1,2022-02-28,2022-03-10,False,False,False,SVP & CHRO|President,"Director|Director,Officer|Officer"
COTY,2022-03-10,3,2844380.44,2022-03-08,2022-03-10,True,False,True,Chief Transformation Officer|Chief Executive Officer,"Director|Director,Officer|Officer"
AVTX,2022-03-10,3,709910.0,2022-02-17,2022-03-10,False,False,False,,"Director,TenPercentOwner"
BLI,2022-03-11,3,857640.0,2022-03-10,2022-03-11,False,False,False,,Director
KNTE,2022-03-11,3,4317742.0,2022-02-11,2022-03-11,False,False,False,Chief Medical Officer,Director|Officer
YEXT,2022-03-11,3,491945.0,2022-03-10,2022-03-11,False,False,False,,Director
BRP,2022-03-11,3,673187.5,2022-03-08,2022-03-11,True,False,True,Chief Operating Officer|Chief Executive Officer|Chief Strategy Officer,"Director,OfficerOther|OfficerOther"
AHCO,2022-03-11,3,1351923.48,2022-03-03,2022-03-11,True,False,True,Chief Executive Officer,"Director|Director,Officer"
SNCR,2022-03-14,3,279085.27,2022-03-11,2022-03-14,False,False,False,EVP & Chief Commercial Officer|EVP & Chief Technology Officer,Officer|TenPercentOwner
LSEA,2022-03-14,5,1292332.2,2022-03-14,2022-03-14,True,True,True,Chief Executive Officer|President and COO|Chief Financial Officer,"Director|Director,Officer|Officer"
USFD,2022-03-15,3,1726752.0,2022-03-07,2022-03-15,False,False,False,,Director
EXLS,2022-03-16,4,604726.02,2022-03-11,2022-03-16,False,True,True,"EVP, Emerging Bus Unit Leader|Executive Vice President & CFO|SVP & Gen Counsel/Corp. Sec'y.|EVP & Chief Growth Officer",Officer
AXLA,2022-03-16,3,18144998.09,2022-03-16,2022-03-16,False,True,True,Chief Financial Officer,Officer|TenPercentOwner
PCT,2022-03-17,3,15999970.0,2022-03-17,2022-03-17,True,False,True,Chairman and CEO,"Director|Director,Officer"
CRCT,2022-03-18,3,15925467.42,2022-02-16,2022-03-18,False,False,False,,TenPercentOwner
ANIP,2022-03-21,4,890432.56,2022-03-17,2022-03-21,True,False,True,"HEAD OF R&D, COO-NOVITIUM OPS|SVP - CORP. DEV. & STRATEGY|PRESIDENT & CEO","Director|Director,Officer|Officer"
TRSSF,2022-03-22,3,2348500.0,2022-03-21,2022-03-22,True,False,True,Executive Chairman,"Director|Director,Officer,TenPercentOwner|TenPercentOwner"
FMCB,2022-03-23,4,298265.0,2022-03-23,2022-03-23,False,False,False,Executive Vice President|Executive Vice President|Executive Vice President|Executive Vice President,Officer
INDT,2022-03-23,3,4284977.26,2022-02-23,2022-03-23,False,False,False,,TenPercentOwner
KODK,2022-03-23,3,30954668.26,2022-03-18,2022-03-23,False,False,False,,"Director|Director,TenPercentOwner"
GME,2022-03-24,3,10722596.43,2022-03-21,2022-03-24,False,False,False,,"Director|Director,TenPercentOwner"
OXY,2022-03-28,3,5641672761.25,2022-03-02,2022-03-28,True,False,True,President and CEO,"Director,Officer|TenPercentOwner"
ANTX,2022-03-29,5,34799970.0,2022-03-29,2022-03-29,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
JHG,2022-03-29,3,234366478.1,2022-03-07,2022-03-29,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
TMC,2022-03-30,3,5124110.0,2022-03-30,2022-03-30,True,False,True,Chief Executive Officer,"Director|Director,Officer|Director,TenPercentOwner"
KFS,2022-03-30,3,200348.5,2022-03-24,2022-03-30,False,False,False,,TenPercentOwner
LCII,2022-03-31,4,2966137.5,2022-03-08,2022-03-31,True,False,True,Group President - Aftermarket|President &amp; CEO,"Director|Director,Officer|Officer"
GMS,2022-04-05,3,15260758.63,2022-03-18,2022-04-05,False,False,False,,TenPercentOwner
BRZE,2022-04-06,3,40646147.52,2022-04-06,2022-04-06,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
APPN,2022-04-07,3,15083623.61,2022-03-10,2022-04-07,False,False,False,,TenPercentOwner
BDSX,2022-04-07,3,7499997.97,2022-04-07,2022-04-07,False,False,False,,"Director|Director,TenPercentOwner|Director,TenPercentOwnerOther"
CDZI,2022-04-11,3,5547638.5,2022-03-20,2022-04-11,False,False,False,,Director|TenPercentOwner
WULF,2022-04-11,3,5576421.76,2022-03-15,2022-04-11,True,False,True,Chief Executive Officer,"Director,Officer,TenPercentOwner|TenPercentOwner"
TRVI,2022-04-11,9,57620992.2,2022-04-11,2022-04-11,False,False,False,,TenPercentOwner
BATRA,2022-04-12,3,539760.0,2022-03-15,2022-04-12,False,False,False,,TenPercentOwner
LYRA,2022-04-12,4,46499981.66,2022-04-12,2022-04-12,False,False,False,Executive Chair,"Director,Officer|Director,TenPercentOwner|TenPercentOwner"
SXT,2022-04-12,3,30239966.3,2022-03-23,2022-04-12,False,False,False,,TenPercentOwner
CFLT,2022-04-13,3,32918955.0,2022-03-16,2022-04-13,False,False,False,,TenPercentOwner
OCX,2022-04-14,4,23862330.78,2022-03-15,2022-04-14,True,False,True,Chief Executive Officer,"Director,Officer|TenPercentOwner"
HMTV,2022-04-18,3,3203562.38,2022-03-31,2022-04-18,False,False,False,,TenPercentOwner
EE,2022-04-18,6,10705632.0,2022-04-18,2022-04-18,True,False,True,See Remarks|See Remarks|President and CEO,"Director|Director,Officer|Officer"
INZY,2022-04-19,6,13346545.5,2022-04-19,2022-04-19,True,True,True,"SVP, CFO|Chief Executive Officer|SVP, COO","Director|Director,Officer|Officer|TenPercentOwner"
BATRA,2022-04-21,3,489890.0,2022-03-31,2022-04-21,False,False,False,,TenPercentOwner
NYC,2022-04-21,3,1108901.0,2022-04-13,2022-04-21,False,False,False,,TenPercentOwner
HCP,2022-04-22,3,6202095.34,2022-04-11,2022-04-22,False,False,False,,Director|TenPercentOwner
GRPN,2022-04-25,3,38664521.42,2022-03-31,2022-04-25,False,False,False,,Other
VAXX,2022-04-26,3,187386.75,2022-04-26,2022-04-26,True,False,True,Executive Chairman|See Remarks,"Director,Officer|Director,Officer,TenPercentOwner|TenPercentOwner"
WBD,2022-04-27,3,2495840.0,2022-04-27,2022-04-27,True,True,True,Chief Financial Officer|Chief Executive Officer & Pres,"Director|Director,Officer|Officer"
AFRM,2022-04-27,3,126219306.91,2022-04-19,2022-04-27,False,False,False,,TenPercentOwner
CNC,2022-04-29,3,1734497.55,2022-04-28,2022-04-29,False,False,False,,Director
SMFR,2022-04-29,5,136500000.0,2022-04-29,2022-04-29,False,False,False,,Director|TenPercentOwner
HCA,2022-05-02,3,19373413.04,2022-04-28,2022-05-02,False,False,False,SVP & Chief Legal Officer,Director|Officer|TenPercentOwner
ONB,2022-05-02,3,332058.5,2022-04-28,2022-05-02,True,False,True,CEO|Executive Chairman|President and COO,"Director,Officer|Officer"
RILY,2022-05-02,6,11448808.65,2022-05-02,2022-05-02,True,False,True,"CEO B. Riley Securities, Inc.|President|Chairman and Co-CEO","Director|Director,Officer,TenPercentOwner|Officer"
GE,2022-05-02,3,5391756.3,2022-05-02,2022-05-02,True,False,True,Senior Vice President|Senior Vice President|Chairman and CEO,"Director,Officer|Officer"
TBK,2022-05-02,4,499290.83,2022-05-02,2022-05-02,False,False,False,,Director
FFIN,2022-05-03,4,1333410.93,2022-04-29,2022-05-03,False,False,False,,Director
SFNC,2022-05-03,3,937400.0,2022-05-03,2022-05-03,True,False,True,President & COO|Chairman & CEO,"Director|Director,Officer|Officer"
INDT,2022-05-03,3,10943317.14,2022-04-05,2022-05-03,False,False,False,,TenPercentOwner
CNDT,2022-05-05,3,289084.47,2022-05-05,2022-05-05,True,True,True,"EVP, GC & Secretary|President and CEO|EVP, Chief Financial Officer","Director,Officer|Officer"
BRSP,2022-05-06,3,541575.0,2022-05-06,2022-05-06,True,False,True,See Remarks|See Remarks|CEO,"Director,Officer|Officer"
IHRT,2022-05-06,3,287338653.48,2022-04-13,2022-05-06,False,False,False,,TenPercentOwner
NCBS,2022-05-06,3,429311.0,2022-04-27,2022-05-06,False,True,True,CFO|Corp Dev Off Nicolet Nat Bank,Director|Officer
NGM,2022-05-09,3,3633859.74,2022-05-09,2022-05-09,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
GEG,2022-05-09,3,2737271.04,2022-05-04,2022-05-09,False,False,False,,"Director,TenPercentOwner|TenPercentOwner|TenPercentOwnerOther"
RAPT,2022-05-10,3,26727650.0,2022-05-10,2022-05-10,False,True,True,Chief Financial Officer,Officer|TenPercentOwner
VRAY,2022-05-10,5,4592565.58,2022-05-10,2022-05-10,True,True,True,President & CEO|Chief Financial Officer,"Director|Director,Officer|Officer"
MKL,2022-05-10,3,272648.58,2022-05-06,2022-05-10,True,False,True,Co-Chief Executive Officer,"Director|Director,Officer"
PEPG,2022-05-10,3,54310032.0,2022-05-10,2022-05-10,False,False,False,,"Director,TenPercentOwner|TenPercentOwner|TenPercentOwnerOther"
CMPO,2022-05-10,3,7541426.07,2022-04-13,2022-05-10,False,False,False,,TenPercentOwner
CMPX,2022-05-10,3,333126.24,2022-05-06,2022-05-10,True,False,True,CHIEF EXECUTIVE OFFICER,"Director,Officer|Director,TenPercentOwner"
HLF,2022-05-11,4,1502644.22,2022-05-05,2022-05-11,True,False,True,Chairman and CEO|President,"Director|Director,Officer|Officer"
HNVR,2022-05-11,12,1287720.0,2022-05-11,2022-05-11,True,False,True,"SEVP, C.Lending & Revenue Off.|President|EVP & Chief Credit Officer|Chairman & CEO","Director|Director,Officer|Officer"
IMBI,2022-05-11,3,1900001.51,2022-05-11,2022-05-11,True,False,True,CEO,"Director|Director,Officer|Director,TenPercentOwner"
CMP,2022-05-11,3,449392.6,2022-05-11,2022-05-11,True,True,True,Chief Financial Officer|President and CEO,"Director|Director,Officer|Officer"
OPK,2022-05-11,3,2493984.0,2022-05-09,2022-05-11,True,False,True,Vice Chairman and President|CEO & Chairman,"Director,Officer|Director,Officer,TenPercentOwner|TenPercentOwner"
KAR,2022-05-11,3,2115783.92,2022-05-11,2022-05-11,True,False,True,Executive Chairman|Chief Executive Officer,"Director|Director,Officer"
AFCG,2022-05-11,4,978202.8,2022-05-11,2022-05-11,True,True,True,Chief Executive Officer|Managing Director|CFO and Treasurer|Managing Director,"Director,Officer|Director,Officer,TenPercentOwner|Officer"
BRT,2022-05-12,3,255000.0,2022-05-12,2022-05-12,True,False,True,PRESIDENT AND CEO|SENIOR VICE PRESIDENT,"Director,Officer|TenPercentOwner"
DBD,2022-05-12,4,467550.53,2022-05-12,2022-05-12,False,True,True,EVP and CFO,Director|Officer
BW,2022-05-12,3,1413700.0,2022-05-12,2022-05-12,True,True,True,Chief Financial Officer|Chief Executive Officer,"Director,Officer|Officer|TenPercentOwner"
FLL,2022-05-12,3,319230.0,2022-05-12,2022-05-12,True,False,True,President & CEO,"Director|Director,Officer"
ECVT,2022-05-12,3,638624.0,2022-05-05,2022-05-12,False,False,False,See Remarks,Director|Officer
EYE,2022-05-12,5,2954886.24,2022-05-12,2022-05-12,True,True,True,"SVP, GC and Secretary|SVP, Chief Financial Officer|Chief Executive Officer","Director|Director,Officer|Officer"
EOSE,2022-05-12,3,299600.0,2022-05-12,2022-05-12,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director|Director,Officer|Officer"
ENVX,2022-05-13,3,3015400.0,2022-05-13,2022-05-13,False,False,False,See Remarks,"Director|Director,TenPercentOwner|Officer"
VECO,2022-05-13,3,259450.0,2022-05-11,2022-05-13,True,True,True,SVP & CHIEF FINANCIAL OFFICER|CEO,"Director|Director,Officer|Officer"
YELL,2022-05-13,3,379918.3,2022-05-13,2022-05-13,True,False,True,President and COO|Chief Executive Officer,Director|Officer
NNBR,2022-05-13,3,2524266.38,2022-04-19,2022-05-13,True,False,True,President and CEO,"Director,Officer|TenPercentOwner"
BRP,2022-05-13,3,596033.34,2022-05-13,2022-05-13,True,False,True,Chief Executive Officer|Chief Partnership Officer|General Counsel,"Director,OfficerOther|Officer|OfficerOther"
ALTG,2022-05-13,4,2613948.98,2022-04-19,2022-05-13,True,False,True,"CEO, Chairman","Director|Director,Officer,TenPercentOwner|TenPercentOwner"
JXN,2022-05-13,4,945526.99,2022-04-19,2022-05-13,True,False,True,"EVP & Chief Operating Officer|CEO, President and Director|Vice Chair, JHLLC|EVP, GC and Secretary","Director,Officer|Officer"
KD,2022-05-13,3,1498512.6,2022-05-12,2022-05-13,True,True,True,CFO|Chief Executive Officer|Group President,"Director,Officer|Officer"
CVNA,2022-05-16,3,568733875.0,2022-04-26,2022-05-16,True,False,True,Chief Executive Officer,"Director|Director,Officer,TenPercentOwner|TenPercentOwner"
PHAT,2022-05-16,3,415105.0,2022-05-12,2022-05-16,True,False,True,President and Chief Executive|Chief Operating Officer,"Director|Director,Officer|Officer"
ABCL,2022-05-16,3,12966429.88,2022-05-12,2022-05-16,False,True,True,Chief Financial Officer|Chief Operating Officer,"Director,Officer|Officer|TenPercentOwner"
CROX,2022-05-17,3,697116.0,2022-05-09,2022-05-17,False,True,True,CFO|Executive Vice President,Director|Officer
ARHS,2022-05-17,3,593600.0,2022-05-12,2022-05-17,True,False,True,Chief Marketing Officer|CEO and Chairman,"Director|Director,Officer,TenPercentOwner|Officer"
SONX,2022-05-17,3,334600.0,2022-05-13,2022-05-17,True,False,True,President and CEO,"Director|Director,Officer"
APPN,2022-05-17,3,96285427.64,2022-05-02,2022-05-17,False,False,False,,TenPercentOwner
ATCX,2022-05-17,3,162033.25,2022-05-17,2022-05-17,True,True,True,Chief Accounting Officer|Chief Financial Officer|Chief Executive Officer,"Director,Officer|Officer"
LIQT,2022-05-17,4,2187500.0,2022-05-13,2022-05-17,True,False,True,Interim CEO,"Director|Director,Officer|TenPercentOwner"
UFI,2022-05-18,3,849195.0,2022-05-05,2022-05-18,True,True,True,EVP & CFO|CEO,"Director|Director,Officer|Officer"
RPAY,2022-05-18,3,1355895.0,2022-05-18,2022-05-18,True,True,True,Chief Financial Officer|Chief Executive Officer,"Director|Director,Officer|Officer"
BODY,2022-05-18,3,1275991.62,2022-05-17,2022-05-18,False,False,False,CHIEF OPERATING OFFICER|See Remarks|CO-FOUNDER AND VICE CHAIRMAN,"Director,Officer,TenPercentOwner|Officer|Officer,TenPercentOwner"
AVAH,2022-05-19,3,294360.0,2022-05-17,2022-05-19,True,False,True,"See Remarks|Director, Executive Chairman","Director|Director,Officer"
CION,2022-05-19,4,414891.45,2022-05-13,2022-05-19,True,True,True,CFO & Treasurer|President & CIO|Co-Chairman & Co-CEO|Co-Chairman & Co-CEO,"Director,Officer|Officer"
RMBL,2022-05-20,3,435975.23,2022-05-12,2022-05-20,True,False,True,Chairman and CEO|President and COO,"Director|Director,Officer"
NMFC,2022-05-20,3,2639527.78,2022-05-12,2022-05-20,False,False,False,"EVP, CAO and Director|CCO and Corporate Secretary","Director|Director,Officer|Officer"
RNWK,2022-05-23,3,466201.28,2022-05-23,2022-05-23,False,False,False,,TenPercentOwner
NSIT,2022-05-23,3,46362217.36,2022-05-10,2022-05-23,False,False,False,,"Director,TenPercentOwnerOther"
PRPL,2022-05-24,3,43221255.46,2022-05-12,2022-05-24,False,False,False,,"Director,TenPercentOwner"
FMNB,2022-05-24,3,2407016.34,2022-04-29,2022-05-24,False,False,False,,Director
GTLB,2022-05-24,3,12749551.86,2022-05-10,2022-05-24,False,False,False,,Other
MIDD,2022-05-24,3,1470965.55,2022-05-12,2022-05-24,True,False,True,Chief Executive Officer,"Director|Director,Officer"
TRIN,2022-05-24,3,257154.17,2022-05-12,2022-05-24,False,False,False,President & CIO,"Director|Director,Officer"
LQDA,2022-05-24,3,1500455.2,2022-05-17,2022-05-24,True,False,True,Chief Operations Officer|Chief Executive Officer,"Director,Officer|Director,TenPercentOwnerOther|Officer"
HMST,2022-05-24,3,1967860.0,2022-05-13,2022-05-24,False,True,True,"EVP, Chief Financial Officer",Director|Officer
FTDR,2022-05-25,3,477750.0,2022-05-23,2022-05-25,False,False,False,,Director
ORCC,2022-05-25,3,380323.3,2022-05-23,2022-05-25,False,False,False,,Director
KYMR,2022-05-26,3,9109249.85,2022-05-05,2022-05-26,False,False,False,,DirectorOther
QRHC,2022-05-27,3,887373.09,2022-04-29,2022-05-27,False,False,False,,TenPercentOwner
AVDL,2022-05-27,3,294000.0,2022-05-27,2022-05-27,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director|Director,Officer|Officer"
RPID,2022-05-27,3,820322.39,2022-05-17,2022-05-27,False,False,False,,TenPercentOwner
GBTG,2022-05-31,3,27257999.84,2022-05-27,2022-05-31,False,False,False,,TenPercentOwner
IOVA,2022-05-31,4,6840153.4,2022-05-31,2022-05-31,False,False,False,,Director
HRT,2022-05-31,3,9624167.64,2022-05-25,2022-05-31,False,False,False,,"Director|Director,TenPercentOwner"
INVO,2022-06-01,3,274381.85,2022-06-01,2022-06-01,True,True,True,Chief Executive Officer|Chief Financial Officer|Medical Director,"Director,Officer|Officer"
CSR,2022-06-01,3,206699.9,2022-05-05,2022-06-01,False,False,False,,Director
WOLF,2022-06-01,3,836541.95,2022-05-12,2022-06-01,True,False,True,PRESIDENT & CEO,"Director|Director,Officer"
KOD,2022-06-02,3,9178572.61,2022-05-16,2022-06-02,False,False,False,,"Director,TenPercentOwner"
COMM,2022-06-03,3,714558.56,2022-05-11,2022-06-03,True,True,True,"SVP & President, OWN|President and CEO|EVP & CFO","Director,Officer|Officer"
CVNA,2022-06-06,3,3454935.0,2022-05-16,2022-06-06,False,False,False,See Remarks|Chief Brand Officer,Director|Officer
KIND,2022-06-06,3,32933094.4,2022-06-03,2022-06-06,False,False,False,,Director|Other
PACW,2022-06-06,7,1750000.0,2022-06-06,2022-06-06,True,True,True,"EVP, Strategy & Corp. Dev.|Pres. & CEO, Community Banking|EVP, Human Resources|EVP,  Chief Financial Officer|EVP, Chief Accounting Officer","Director|Director,Officer|Officer"
CGEM,2022-06-06,3,18430158.0,2022-05-12,2022-06-06,True,False,True,President and CEO,"Director,Officer|Other|TenPercentOwner"
FSK,2022-06-09,3,304980.08,2022-05-11,2022-06-09,True,False,True,Co-President and CIO|Chief Executive Officer|Co-President,"Director,Officer|Officer"
TUP,2022-06-10,3,518690.0,2022-06-10,2022-06-10,True,False,True,"Chief Executive Officer|Pres., Comm. Bus. Expansion","Director|Director,Officer|Officer"
MSPR,2022-06-10,3,182308.08,2022-05-31,2022-06-10,True,False,True,Chief Executive Officer|Chief Legal Officer,"Director|Director,Officer,TenPercentOwner"
ATEC,2022-06-13,3,676606.22,2022-06-09,2022-06-13,False,False,False,,Director|TenPercentOwner
MTEM,2022-06-13,3,632760.0,2022-05-16,2022-06-13,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
RPTX,2022-06-13,3,27238737.78,2022-05-18,2022-06-13,False,False,False,,Other|TenPercentOwner
AHCO,2022-06-13,3,6553942.74,2022-05-16,2022-06-13,False,False,False,,Director
ARCC,2022-06-14,3,6429660.0,2022-05-19,2022-06-14,False,False,False,Co-President|Executive Vice President,"Director|Director,Officer|Officer"
PCOR,2022-06-14,3,63684440.14,2022-06-10,2022-06-14,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
MMS,2022-06-15,3,2587338.52,2022-06-14,2022-06-15,True,False,True,CEO & President,Director|Officer
VST,2022-06-16,3,1585240.0,2022-05-26,2022-06-16,False,True,True,President and CFO,Director|Officer
TUSK,2022-06-16,3,336468.76,2022-06-08,2022-06-16,False,False,False,,"Director,TenPercentOwner"
VAXX,2022-06-16,3,597000.0,2022-06-16,2022-06-16,True,False,True,Executive Chairman|See Remarks,"Director,Officer,TenPercentOwner|TenPercentOwner"
DAWN,2022-06-17,3,41000010.0,2022-06-17,2022-06-17,False,False,False,,Director|Other|TenPercentOwner
PHX,2022-06-17,3,738651.9,2022-06-06,2022-06-17,False,False,False,,Other|TenPercentOwner
BXMT,2022-06-21,3,1537660.0,2022-06-16,2022-06-21,False,False,False,,Director
OPK,2022-06-22,3,1602142.31,2022-06-01,2022-06-22,True,False,True,CEO & Chairman|Chief Innovation Officer,"Director,Officer|Director,Officer,TenPercentOwner|TenPercentOwner"
KFS,2022-06-22,5,1020484.83,2022-05-26,2022-06-22,False,False,False,,Director|TenPercentOwner
EVA,2022-06-23,3,1753213.3,2022-06-23,2022-06-23,True,True,True,President|Exec VP & CFO|Chairman and CEO,"Director,Officer|Officer"
CHK,2022-06-24,3,996547.5,2022-06-16,2022-06-24,True,False,True,EVP & COO|Executive Chairman|President and CEO,"Director,Officer|Officer"
RMAX,2022-06-28,3,2826718.41,2022-06-16,2022-06-28,False,False,False,,TenPercentOwner
RSVR,2022-06-29,4,2266353.86,2022-06-23,2022-06-29,False,False,False,,Director|DirectorOther|Other
INTA,2022-06-30,4,1287000.0,2022-06-30,2022-06-30,False,False,False,,Director
TCDA,2022-07-01,3,15052630.48,2022-06-02,2022-07-01,False,False,False,,TenPercentOwner
GIM,2022-07-01,3,4002947.32,2022-06-21,2022-07-01,False,False,False,,Other|TenPercentOwner
VRCA,2022-07-05,3,13499997.0,2022-07-05,2022-07-05,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
LAZY,2022-07-12,3,1928788.89,2022-06-17,2022-07-12,False,False,False,,TenPercentOwner
CAMP,2022-07-13,3,3802287.94,2022-06-28,2022-07-13,True,False,True,President & CEO,"Director|Director,Officer|DirectorOther"
VOXX,2022-07-14,3,637312.0,2022-06-30,2022-07-14,True,False,True,President & CEO,"Director,Officer|Director,TenPercentOwner|TenPercentOwner"
ACXP,2022-07-27,3,225001.8,2022-07-27,2022-07-27,True,False,True,President and CEO,"Director|Director,Officer,TenPercentOwner|Director,TenPercentOwner"
MOND,2022-07-28,3,3654267.36,2022-07-18,2022-07-28,True,False,True,Chief Executive Officer,"Director|Director,Officer,TenPercentOwner|TenPercentOwner"
NONE,2022-08-01,8,34077653.85,2022-07-20,2022-08-01,True,False,True,Chief Executive Officer|See Remarks|Chief Executive Officer|President|Chief Operating Officer,"Director,Officer|Officer|Officer,Other|TenPercentOwner"
GWRS,2022-08-01,3,16105500.0,2022-08-01,2022-08-01,False,False,False,Former Director,"Director|Officer,TenPercentOwner"
MAIA,2022-08-01,4,1250000.0,2022-07-28,2022-08-01,True,False,True,Chief Executive Officer,"Director|Director,Officer,TenPercentOwner"
ALDX,2022-08-04,3,5918489.48,2022-07-28,2022-08-04,False,False,False,,TenPercentOwner
ECVT,2022-08-04,6,666813.53,2022-08-04,2022-08-04,False,False,False,See Remarks|See Remarks|See Remarks|See Remarks,Director|Officer
PACK,2022-08-05,3,1892800.0,2022-07-29,2022-08-05,True,True,True,CEO and Executive Chairman|Chief Financial Officer & SVP,"Director|Director,Officer|Officer"
SONM,2022-08-08,3,21798599.76,2022-07-13,2022-08-08,True,False,True,Chief Executive Officer,"Director,Officer|Director,TenPercentOwner|TenPercentOwner"
BFH,2022-08-08,5,660638.6,2022-08-05,2022-08-08,True,True,True,"EVP, Chief Financial Officer|President and CEO","Director|Director,Officer|Officer"
WBD,2022-08-08,3,1272200.6,2022-08-08,2022-08-08,False,True,True,"President, International|Chief Financial Officer",Director|Officer
RVLP,2022-08-08,5,38750000.0,2022-08-08,2022-08-08,True,False,True,EVP and COO|Chief Executive Officer,"Director,Officer|Director,TenPercentOwner|Officer|TenPercentOwner"
EHAB,2022-08-09,4,786665.0,2022-08-03,2022-08-09,True,False,True,President and CEO,"Director|Director,Officer"
CNFR,2022-08-10,6,8000000.0,2022-08-10,2022-08-10,True,False,True,President|Co-CEO|Executive Chairman and Co-CEO,"Director|Director,Officer|Director,Officer,TenPercentOwner|Officer|TenPercentOwner"
JANL,2022-08-10,5,4051575.0,2022-08-10,2022-08-10,False,False,False,,Director|TenPercentOwner
QTRX,2022-08-10,3,4047615.55,2022-08-10,2022-08-10,False,False,False,,Director
HUBG,2022-08-11,3,24789669.62,2022-08-09,2022-08-11,True,False,True,"Chairman & CEO|President, COO","Director|Director,Officer|Officer"
GRNA,2022-08-11,3,62749995.84,2022-08-11,2022-08-11,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
CINC,2022-08-11,4,35160000.0,2022-08-11,2022-08-11,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
KD,2022-08-11,3,389250.0,2022-08-05,2022-08-11,False,False,False,,Director
CRGY,2022-08-12,4,1199111.74,2022-08-12,2022-08-12,True,True,True,Chief Financial Officer|See Remarks|Chief Executive Officer,"Director|Director,Officer|Officer"
GEG,2022-08-12,3,321251.0,2022-07-22,2022-08-12,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
KIND,2022-08-15,3,28365230.0,2022-08-11,2022-08-15,False,False,False,,Director|Other
