ticker,cluster_date,n_insiders,total_value,window_start,window_end,has_ceo,has_cfo,has_c_suite,titles_in_cluster,roles_in_cluster
FINS,2020-03-17,3,514202.04,2020-03-16,2020-03-17,False,False,False,,Director|Other
MRCC,2020-03-18,3,711096.5,2020-03-10,2020-03-18,True,False,True,,"Director|Director,TenPercentOwner"
OSG,2020-03-18,3,7310855.9,2020-03-09,2020-03-18,True,False,True,President and CEO,"Director|Director,Officer|TenPercentOwner"
CRS,2020-03-18,3,444190.0,2020-03-06,2020-03-18,True,False,True,"VP - Chief Commercial Officer|President and CEO|VP, Gen Counsel & Secretary",Officer
RHP,2020-03-18,3,1279769.86,2020-02-28,2020-03-18,True,True,True,"Chairman & CEO|EVP, Chief Development Officer|President & CFO","Director,Officer|Officer"
CIM,2020-03-18,6,5179802.43,2020-02-28,2020-03-18,True,True,True,"Chief Investment Officer|CEO, President and Director|Chief Financial Officer|Chief Operating Officer","Director|Director,Officer|Officer"
DBI,2020-03-18,3,1101216.02,2020-03-18,2020-03-18,True,True,True,Executive Chairman|EVP & CFO|Chief Executive Officer,"Director,Officer|Director,Officer,TenPercentOwner|Officer"
PMT,2020-03-18,3,593029.0,2020-03-18,2020-03-18,False,False,False,,Director
SHLX,2020-03-18,3,487950.0,2020-03-03,2020-03-18,False,False,False,See Remarks,Director|Officer
SPG,2020-03-18,6,20103670.75,2020-03-17,2020-03-18,True,False,True,CEO/Chairman/President,"Director|Director,Officer|DirectorOther"
NRZ,2020-03-18,4,452200.0,2020-03-18,2020-03-18,False,True,True,"CFO, CAO and Treasurer",Director|Officer
RESI,2020-03-19,3,3096330.39,2020-03-09,2020-03-19,False,False,False,,TenPercentOwner
FSLY,2020-03-19,3,19072977.88,2020-03-10,2020-03-19,False,False,False,,TenPercentOwner
SITC,2020-03-19,4,786224.48,2020-03-18,2020-03-19,True,True,True,"President & CEO|EVP & COO|EVP, CFO & Treasurer","Director|Director,Officer|Officer"
CNR,2020-03-19,4,1302288.0,2020-03-09,2020-03-19,True,True,True,"EVP, CFO|Pres., U.S. Windows Division|Chairman and CEO","Director|Director,Officer|Officer"
HASI,2020-03-19,3,253090.0,2020-03-16,2020-03-19,True,True,True,President and CEO|Chief Financial Officer|GENERAL COUNSEL & EVP,"Director,Officer|Officer"
THFF,2020-03-19,3,675802.76,2020-03-10,2020-03-19,False,False,False,President & C.E.O.,"Director|Director,Officer"
XOM,2020-03-19,3,2507299.29,2020-03-06,2020-03-19,False,False,False,Vice President|Senior Vice President,Director|Officer
EPRT,2020-03-19,3,811040.0,2020-03-19,2020-03-19,False,False,False,,Director
CHMG,2020-03-20,3,383448.0,2020-03-20,2020-03-20,False,True,True,"EVP, CFO & Treasurer",Director|Officer
INUV,2020-03-20,5,707657.04,2020-03-20,2020-03-20,True,False,True,Chairman & CEO,"Director|Director,Officer"
CIT,2020-03-20,9,1671176.59,2020-02-28,2020-03-20,True,True,True,"EVP and Chief Financial Office|Chair & CEO|President, CIT Bank, N.A.","Director|Director,Officer|Officer"
FTAI,2020-03-20,4,781385.56,2020-03-19,2020-03-20,True,True,True,CEO and Chairman|Chief Financial Officer,"Director|Director,Officer|Officer"
CSWC,2020-03-20,3,948402.5,2020-02-28,2020-03-20,True,True,True,Chief Financial Officer|President and CEO,"Director|Director,Officer|Officer"
PIPR,2020-03-20,3,855540.0,2020-03-11,2020-03-20,False,True,True,Co-Head Global IB and Cap Mkts|President|Chief Financial Officer,"Director,Officer|Officer"
SLRC,2020-03-20,3,3040437.4,2020-02-25,2020-03-20,False,True,True,"See Remarks|CFO, SEC, TREAS","Director|Director,Officer|Officer"
ADS,2020-03-20,3,772305.9,2020-03-20,2020-03-20,False,False,False,,Director
GSBD,2020-03-20,4,407801.65,2020-03-09,2020-03-20,False,False,False,See Remarks,Director|Officer
KRP,2020-03-23,3,381848.0,2020-03-19,2020-03-23,False,True,True,President and CFO|Chief Operating Officer,Director|Officer
QMCO,2020-03-23,3,5917837.4,2020-02-26,2020-03-23,False,False,False,,TenPercentOwner
CNO,2020-03-23,3,395180.18,2020-03-23,2020-03-23,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director|Director,Officer|Officer"
KODK,2020-03-23,3,241579.95,2020-03-20,2020-03-23,True,False,True,Executive Chairman,"Director,Officer|Director,TenPercentOwner|TenPercentOwner"
CDMO,2020-03-23,3,250985.0,2020-03-13,2020-03-23,False,False,False,,Director
NHI,2020-03-23,3,1196408.28,2020-03-12,2020-03-23,True,False,True,CEO and President,Director|Officer
EYEN,2020-03-24,3,2234911.14,2020-03-23,2020-03-24,True,False,True,Chief Executive Officer,"Director|Director,Officer,TenPercentOwner|TenPercentOwner"
MYOV,2020-03-24,3,11301767.0,2020-03-16,2020-03-24,False,False,False,,TenPercentOwner
FPH,2020-03-25,3,14299176.92,2020-03-16,2020-03-25,False,False,False,,TenPercentOwner
FNNIX,2020-03-26,4,1328016.0,2020-03-26,2020-03-26,True,False,True,President & CEO,"Director,Officer,TenPercentOwner|Director,TenPercentOwner|TenPercentOwner"
CIO,2020-03-26,3,300100.0,2020-02-28,2020-03-26,True,False,True,Chief Executive Officer,"Director|Director,Officer|Other"
ETM,2020-03-26,3,2226403.65,2020-02-27,2020-03-26,True,False,True,"Chairman Emeritus|Chairman, President and CEO","Director|Director,Officer|Director,Officer,TenPercentOwner"
HHC,2020-03-27,4,501015660.19,2020-03-05,2020-03-27,True,False,True,Chief Executive Officer,"Director|Director,Officer|Director,TenPercentOwner"
SAFT,2020-03-27,3,2650130.14,2020-03-18,2020-03-27,False,False,False,,Director|TenPercentOwner
HPP,2020-03-27,3,2248760.0,2020-03-06,2020-03-27,False,False,False,,Director
RRC,2020-03-27,3,2251881.6,2020-03-10,2020-03-27,False,False,False,,Director
REVG,2020-03-27,5,506830.0,2020-03-17,2020-03-27,False,True,True,Chief Financial Officer|Chief Human Resources Officer,Director|Officer
SLCA,2020-03-27,3,225670.0,2020-03-23,2020-03-27,True,False,True,CEO|EVP & Chief Operating Officer,"Director|Director,Officer|Officer"
SIG,2020-03-27,3,461683.8,2020-03-27,2020-03-27,False,True,True,Chief Financial Officer|See Remarks,Director|Officer
GBDC,2020-03-27,3,5724302.8,2020-03-10,2020-03-27,False,False,False,,Director|TenPercentOwner
ASPS,2020-03-30,3,2743738.91,2020-03-12,2020-03-30,False,False,False,,TenPercentOwner
WAAS,2020-03-30,3,2599288722.3,2020-03-30,2020-03-30,False,False,False,,TenPercentOwner
MGM,2020-03-30,4,10484704.88,2020-03-30,2020-03-30,True,True,True,CHIEF FINANCIAL OFFICER|PRESIDENT AND ACTING CEO,Director|Officer
MG,2020-03-30,3,980107.8,2020-03-30,2020-03-30,True,False,True,Executive Chairman,"Director|Director,Officer,TenPercentOwner"
SHO,2020-03-31,3,668495.12,2020-03-16,2020-03-31,True,False,True,President & CEO,"Director|Director,Officer"
EDI,2020-04-03,3,808646.12,2020-03-13,2020-04-03,False,False,False,Executive Vice President|Executive Vice President|Executive Vice President,Officer
ZNTL,2020-04-07,3,13482000.0,2020-04-03,2020-04-07,False,True,True,Chief Financial Officer,Director|Officer|TenPercentOwner
SMPL,2020-04-13,3,977000.0,2020-04-09,2020-04-13,False,False,False,,Director
KROS,2020-04-13,8,37166352.0,2020-04-13,2020-04-13,True,False,True,Chief Executive Officer,"Director|Director,Officer|Director,TenPercentOwner|TenPercentOwner"
ECOR,2020-04-14,3,1749148.7,2020-04-14,2020-04-14,False,False,False,,Director
SRC,2020-04-16,3,476688.5,2020-04-14,2020-04-16,True,False,True,"President and CEO|EVP, General Counsel|EVP, Asset Management","Director,Officer|Officer"
TGE,2020-04-17,4,13718751477.8,2020-04-17,2020-04-17,False,False,False,,TenPercentOwner
PIH,2020-04-20,3,1070396.54,2020-04-16,2020-04-20,False,False,False,,"Director,TenPercentOwner|Other|TenPercentOwner"
BOCH,2020-04-22,3,273000.0,2020-04-21,2020-04-22,False,False,False,,Director
DRI,2020-04-23,11,4526788.5,2020-04-23,2020-04-23,True,True,True,"SVP, Chief HR Officer|SVP, Chief Development Officer|President, LongHorn Steakhouse|SVP Chief Financial Officer|EVP & COO","Director|Director,Officer|Officer"
CTDH,2020-04-24,6,623003.0,2020-04-24,2020-04-24,True,False,True,Chief Executive Officer,"Director|Director,Officer|TenPercentOwner"
FPH,2020-04-27,3,9555020.5,2020-03-30,2020-04-27,False,False,False,,TenPercentOwner
TRST,2020-05-01,3,619816.32,2020-04-24,2020-05-01,True,False,True,"EVP & CHIEF RISK OFFICER|CHAIRMAN, PRESIDENT & CEO",Director|Officer
LYRA,2020-05-05,5,21444928.0,2020-05-05,2020-05-05,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
FBK,2020-05-06,3,1611062.41,2020-04-30,2020-05-06,True,False,True,Executive Chairman,"Director|Director,Officer,TenPercentOwner"
EIG,2020-05-06,3,1014060.0,2020-04-28,2020-05-06,True,True,True,"EVP, Chief Financial Officer|President & CEO","Director|Director,Officer|Officer"
ROCHU,2020-05-07,10,6405590.0,2020-05-05,2020-05-07,True,True,True,Co-President|Chief Operating Officer|Chief Executive Officer|Chief Financial Officer|Co-President,"Director|Director,Officer|Officer|TenPercentOwner"
ESCA,2020-05-11,3,287006.6,2020-05-06,2020-05-11,False,False,False,Vice President,"Director|Director,Officer,TenPercentOwner|TenPercentOwner"
NLY,2020-05-12,4,1096800.0,2020-05-04,2020-05-12,True,True,True,"Chief Financial Officer|CEO and CIO|Chief Corporate Officer, CLO|Chief Credit Officer","Director,Officer|Officer"
RGT,2020-05-12,3,996744.32,2020-04-23,2020-05-12,False,False,False,,Other|TenPercentOwner
AYLA,2020-05-12,3,23625000.0,2020-05-12,2020-05-12,False,False,False,,TenPercentOwner
ANDE,2020-05-12,3,298437.86,2020-05-07,2020-05-12,False,False,False,"President, Ethanol Group|President, Trade Group",Director|Officer
RESI,2020-05-13,7,6198348.78,2020-04-30,2020-05-13,False,False,False,Chief Accounting Officer,Director|Officer|TenPercentOwner
NMFC,2020-05-13,3,1647100.0,2020-05-11,2020-05-13,False,False,False,"EVP, CAO and Director","Director|Director,Officer"
RM,2020-05-13,4,1185331.56,2020-05-12,2020-05-13,True,False,True,President and CEO|EVP and General Counsel,"Director,Officer|Director,TenPercentOwnerOther|Officer"
BCO,2020-05-13,4,708945.08,2020-05-12,2020-05-13,True,True,True,"SVP, CHRO|EVP, Chief Financial Officer|President and CEO","Director|Director,Officer|Officer"
GTES,2020-05-13,4,8401060.0,2020-05-08,2020-05-13,False,False,False,,TenPercentOwner
WBS,2020-05-13,4,604825.0,2020-04-24,2020-05-13,False,True,True,EVP-Chief Financial Officer|EVP - General Counsel,Director|Officer
CCBG,2020-05-13,3,383371.95,2020-04-27,2020-05-13,False,False,False,,Director
CDEV,2020-05-14,4,12739963.88,2020-05-11,2020-05-14,False,False,False,,"Director,TenPercentOwner"
FCPT,2020-05-14,3,344059.0,2020-05-14,2020-05-14,True,False,True,President and CEO,"Director|Director,Officer"
MDU,2020-05-14,3,275440.0,2020-05-12,2020-05-14,True,False,True,President & CEO,"Director|Director,Officer"
CRK,2020-05-14,3,663250.0,2020-05-14,2020-05-14,True,True,True,President & CFO|Chairman & CEO,"Director|Director,Officer"
CSFL,2020-05-14,3,363499.68,2020-05-13,2020-05-14,True,False,True,"President and CEO|CRO, General Counsel|Chief Credit Officer","Director,Officer|Officer"
PROS,2020-05-14,4,316120.0,2020-05-13,2020-05-14,True,False,True,President and CEO|Chief Legal Officer,"Director|Director,Officer|Officer"
STOR,2020-05-14,3,350586.0,2020-05-13,2020-05-14,True,False,True,President and CEO,"Director|Director,Officer"
CATM,2020-05-15,3,979075.62,2020-05-14,2020-05-15,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director,Officer|Director,TenPercentOwner|Officer"
CCRN,2020-05-15,3,208464.18,2020-05-14,2020-05-15,True,False,True,"President, CEO","Director|Director,Officer"
CTVA,2020-05-15,4,484552.7,2020-05-15,2020-05-15,False,True,True,"EVP, Chief Commercial Officer|EVP, Business Platforms|SVP, Gen Counsel and Secretary|Executive VP, CFO",Officer
HSC,2020-05-15,3,342500.0,2020-05-13,2020-05-15,False,False,False,,Director
AXLA,2020-05-18,3,27487499.5,2020-05-18,2020-05-18,False,False,False,,Director|TenPercentOwner
SREV,2020-05-20,3,884459.75,2020-05-11,2020-05-20,True,False,True,CEO,"Director|Director,Officer|TenPercentOwner"
ARNC,2020-05-20,3,726284.0,2020-05-20,2020-05-20,False,True,True,EVP & CFO|EVP CLO and Corp Secretary,Director|Officer
TPTX,2020-05-21,3,10249920.0,2020-05-21,2020-05-21,True,False,True,President & CEO,"Director|Director,Officer"
TPC,2020-05-21,4,2010487.9,2020-05-18,2020-05-21,False,True,True,Executive VP and CFO,Director|Officer
WINT,2020-05-22,3,4782534.3,2020-05-20,2020-05-22,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
NARI,2020-05-27,9,19699105.0,2020-05-27,2020-05-27,True,True,True,Chief Medical Officer|President and CEO|Chief Financial Officer,"Director|Director,Officer|Director,TenPercentOwner|Officer|TenPercentOwner"
AVID,2020-05-29,3,14198987.22,2020-05-05,2020-05-29,False,False,False,,TenPercentOwner
WTBA,2020-06-01,3,289800.93,2020-05-11,2020-06-01,False,False,False,,Director
LSXMK,2020-06-01,3,205265526.98,2020-05-27,2020-06-01,False,False,False,,Other|TenPercentOwner
WHLR,2020-06-02,3,252564.25,2020-05-14,2020-06-02,True,False,True,Chief Executive Officer,"Director|Director,Officer,TenPercentOwner|TenPercentOwner"
RCMT,2020-06-02,3,1320000.0,2020-06-02,2020-06-02,False,True,True,CFO,Director|Officer|Other
EARN,2020-06-02,3,1459691.05,2020-05-22,2020-06-02,False,False,False,,TenPercentOwner
BOMN,2020-06-02,3,580000.0,2020-05-28,2020-06-02,True,False,True,Co-Chief Executive Officer,"Director|Director,Officer,TenPercentOwner|TenPercentOwner"
PNFP,2020-06-03,5,3650000.0,2020-06-03,2020-06-03,False,False,False,Chairman-Carolinas & Virginia|CHAIRMAN,"Director|Director,Officer"
WLMS,2020-06-03,3,565354.46,2020-05-22,2020-06-03,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
OVTZ,2020-06-05,3,456250.05,2020-06-05,2020-06-05,False,True,True,Chief Financial Officer (CFO),"Director|Director,Officer"
BW,2020-06-05,3,216700.0,2020-05-20,2020-06-05,True,True,True,Chief Financial Officer|Chief Executive Officer,Director|Officer
REZI,2020-06-05,3,1565397.58,2020-06-04,2020-06-05,False,False,False,,Director
SONM,2020-06-09,3,1700000.25,2020-06-04,2020-06-09,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director,Officer|Director,TenPercentOwner|Officer"
MCACU,2020-06-09,3,8895000.0,2020-06-09,2020-06-09,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director,Officer,TenPercentOwner|TenPercentOwner"
EXTR,2020-06-09,3,845695.0,2020-06-02,2020-06-09,False,False,False,,Director
ASB,2020-06-09,5,750000.0,2020-06-09,2020-06-09,False,False,False,,Director
SIC,2020-06-10,3,752801.0,2020-06-08,2020-06-10,True,False,True,Chief Executive Officer,"Director,TenPercentOwner|Officer|TenPercentOwnerOther"
CWH,2020-06-11,3,850081.12,2020-05-21,2020-06-11,True,False,True,CHIEF EXECUTIVE OFFICER,"Director,Officer,TenPercentOwner|TenPercentOwner"
BIF,2020-06-12,7,8679970.86,2020-06-12,2020-06-12,False,False,False,,TenPercentOwner
RPRX,2020-06-15,6,46737600.0,2020-06-15,2020-06-15,True,False,True,"EVP & Vice Chairman|CEO, Chairman of the Board|EVP, Investments & GC","Director|Director,Officer,TenPercentOwner|Director,TenPercentOwner|Officer"
HCHC,2020-06-15,3,4128996.02,2020-06-03,2020-06-15,False,False,False,,Director
CNNE,2020-06-15,7,9312525.0,2020-06-15,2020-06-15,False,True,True,Executive Vice President|President|Executive Vice President & CFO,Director|Officer
JAX,2020-06-15,3,276655.0,2020-06-12,2020-06-15,True,False,True,VP & CIO|President and CEO,Director|Officer
PCVX,2020-06-16,4,20688000.0,2020-06-16,2020-06-16,False,False,False,,Director|TenPercentOwner
GBIO,2020-06-16,7,68495000.0,2020-06-16,2020-06-16,False,False,False,,Director|TenPercentOwner|TenPercentOwnerOther
FMBI,2020-06-17,8,900000.0,2020-06-17,2020-06-17,True,False,True,"President & COO|Chairman & CEO|EVP, Commercial Banking","Director|Director,Officer|Officer"
AVEO,2020-06-19,7,52499984.25,2020-06-19,2020-06-19,False,False,False,,TenPercentOwner
WHLR,2020-06-19,3,266594.34,2020-06-02,2020-06-19,True,False,True,Chief Executive Officer,"Director,Officer,TenPercentOwner|TenPercentOwner"
SUME,2020-06-22,3,617641.2,2020-06-22,2020-06-22,True,True,True,"Chief Executive Officer|CFO, Secretary","Director,Officer|Director,Officer,TenPercentOwner|Director,TenPercentOwner"
ESCA,2020-06-23,3,1381822.16,2020-06-18,2020-06-23,False,False,False,Vice President,"Director|Director,Officer,TenPercentOwner|TenPercentOwner"
BDSX,2020-06-23,3,7039980.0,2020-06-18,2020-06-23,False,False,False,,"Director|Director,TenPercentOwner|Director,TenPercentOwnerOther"
RPTX,2020-06-23,13,66504000.0,2020-06-23,2020-06-23,True,True,True,"EVP, Chief Financial Officer|President and CEO",Director|Officer|TenPercentOwner
FMTX,2020-06-23,3,180000000.0,2020-06-23,2020-06-23,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
PROG,2020-06-23,3,100499985.0,2020-06-19,2020-06-23,True,False,True,Chairman & CEO,"Director,Officer,TenPercentOwner|TenPercentOwner"
TTI,2020-06-24,3,213339.24,2020-06-22,2020-06-24,False,False,False,,Director
SLNO,2020-06-26,3,24167984.86,2020-06-10,2020-06-26,False,False,False,,Director|TenPercentOwner
FUSN,2020-06-30,8,55527491.0,2020-06-30,2020-06-30,False,True,True,Chief Financial Officer,Director|Officer|Other|TenPercentOwner
AKUS,2020-06-30,19,162171891.0,2020-06-30,2020-06-30,False,False,False,,"Director|Director,TenPercentOwner|Other|TenPercentOwner"
DNB,2020-07-02,7,10236600.0,2020-07-02,2020-07-02,True,True,True,Chief Executive Officer|Chief Legal Officer|Chief Financial Officer|President|Chief Accounting Officer,"Director|Director,Officer|Officer"
COO,2020-07-08,3,1057925.2,2020-06-11,2020-07-08,True,False,True,"SVP, Fin & Tax; Chief Actg Off|EVP, CSO|President & CEO","Director,Officer|Officer"
CMCT,2020-07-08,5,10651800.0,2020-07-08,2020-07-08,False,False,False,,"Director,TenPercentOwner|Other|TenPercentOwner"
LCRDX,2020-07-08,3,25976562.95,2020-06-09,2020-07-08,False,False,False,,Other|TenPercentOwner
AVID,2020-07-09,3,1690169.25,2020-06-11,2020-07-09,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
ETNB,2020-07-10,3,13562450.0,2020-07-08,2020-07-10,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
PSTX,2020-07-14,3,4320000.0,2020-07-14,2020-07-14,False,False,False,,"Director|Director,TenPercentOwner"
NKTK,2020-07-14,7,83999916.0,2020-07-14,2020-07-14,False,False,False,,TenPercentOwner
NKTX,2020-07-14,4,102999978.0,2020-07-14,2020-07-14,False,False,False,,"Director,TenPercentOwner|TenPercentOwner|TenPercentOwnerOther"
OTIVF,2020-07-17,3,1117509.84,2020-07-17,2020-07-17,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
PAND,2020-07-17,7,40311522.0,2020-07-17,2020-07-17,True,False,True,Chief Executive Officer,"Director|Director,Officer|Director,TenPercentOwner"
RLAY,2020-07-20,5,2200000.0,2020-07-20,2020-07-20,True,False,True,President and CEO|General Counsel,"Director|Director,Officer|Officer"
ALXO,2020-07-21,9,84778000.0,2020-07-21,2020-07-21,False,True,True,VP Fin & Chief Acct Officer|Chief Financial Officer,"Director|Director,TenPercentOwner|Director,TenPercentOwnerOther|Officer|TenPercentOwner|TenPercentOw"
