ticker,cluster_date,n_insiders,total_value,window_start,window_end,spy_5d_prior,spy_10d_prior,vix
REFI,2021-12-10,8,25320000.0,2021-12-10,2021-12-10,3.8198709268338855,2.564436095176841,18.690000534057617
AGLE,2021-12-13,3,846102.18,2021-12-13,2021-12-13,1.6957701343780194,0.4240178489699319,20.309999465942383
ET,2021-12-13,4,121363234.15,2021-12-13,2021-12-13,1.6957701343780194,0.4240178489699319,20.309999465942383
RGF,2021-12-13,3,333337.66,2021-12-13,2021-12-13,1.6957701343780194,0.4240178489699319,20.309999465942383
KPLT,2021-12-13,5,39781420.0,2021-12-07,2021-12-13,1.6957701343780194,0.4240178489699319,20.309999465942383
GTLB,2021-12-13,7,349952037.82,2021-12-13,2021-12-13,1.6957701343780194,0.4240178489699319,20.309999465942383
IKNA,2021-12-14,7,14000000.0,2021-12-14,2021-12-14,-1.0506465853414035,1.712175749123656,21.889999389648438
ALTG,2021-12-15,3,6028984.32,2021-12-15,2021-12-15,0.23002555324747914,4.461721965672067,19.290000915527344
ARHS,2021-12-15,3,1045700.0,2021-12-13,2021-12-15,0.23002555324747914,4.461721965672067,19.290000915527344
MTDR,2021-12-16,3,198950.0,2021-12-14,2021-12-16,0.021461746090906193,1.9785786584204716,20.56999969482422
GIC,2021-12-16,3,184111690.62,2021-12-16,2021-12-16,0.021461746090906193,1.9785786584204716,20.56999969482422
EVBG,2021-12-16,3,1467240.0,2021-12-16,2021-12-16,0.021461746090906193,1.9785786584204716,20.56999969482422
VERO,2021-12-17,9,30600000.0,2021-12-17,2021-12-17,-1.9659288921948694,1.7788460884438368,21.56999969482422
INCY,2021-12-17,6,693337536.12,2021-12-17,2021-12-17,-1.9659288921948694,1.7788460884438368,21.56999969482422
LTH,2021-12-17,10,40999860.0,2021-12-17,2021-12-17,-1.9659288921948694,1.7788460884438368,21.56999969482422
LAZR,2021-12-17,3,364343.86,2021-12-14,2021-12-17,-1.9659288921948694,1.7788460884438368,21.56999969482422
SNSE,2021-12-20,3,364312.5,2021-12-13,2021-12-20,-2.141495554650083,-0.48204026231685293,22.8700008392334
KBNT,2021-12-20,3,525896.91,2021-12-20,2021-12-20,-2.141495554650083,-0.48204026231685293,22.8700008392334
PRPL,2021-12-20,7,511399567.08,2021-12-20,2021-12-20,-2.141495554650083,-0.48204026231685293,22.8700008392334
CWH,2021-12-20,4,399830.2,2021-12-20,2021-12-20,-2.141495554650083,-0.48204026231685293,22.8700008392334
GPOR,2021-12-20,3,9355200.0,2021-12-20,2021-12-20,-2.141495554650083,-0.48204026231685293,22.8700008392334
AKA,2021-12-20,5,1435200.0,2021-12-20,2021-12-20,-2.141495554650083,-0.48204026231685293,22.8700008392334
IOT,2021-12-21,33,2711399896.0,2021-12-21,2021-12-21,0.2863449472237607,-0.7673101115279469,21.010000228881836
CFFS,2021-12-21,4,18000000.0,2021-12-21,2021-12-21,0.2863449472237607,-0.7673101115279469,21.010000228881836
NTG,2021-12-21,3,1275000022500000.0,2021-12-21,2021-12-21,0.2863449472237607,-0.7673101115279469,21.010000228881836
DSAC,2021-12-21,3,2543111.04,2021-12-21,2021-12-21,0.2863449472237607,-0.7673101115279469,21.010000228881836
TYRA,2021-12-21,3,4920000.0,2021-12-21,2021-12-21,0.2863449472237607,-0.7673101115279469,21.010000228881836
RCOR,2021-12-22,3,3092842.08,2021-12-22,2021-12-22,-0.269212029324761,-0.03980573253714493,18.6299991607666
SFIX,2021-12-22,3,308720078.7,2021-12-22,2021-12-22,-0.269212029324761,-0.03980573253714493,18.6299991607666
CRC,2021-12-22,3,801090.0,2021-12-22,2021-12-22,-0.269212029324761,-0.03980573253714493,18.6299991607666
GFF,2021-12-23,5,445177.0,2021-12-21,2021-12-23,1.2441313884148282,1.2658601468253532,17.959999084472656
SYNL,2021-12-23,4,10490049.95,2021-12-08,2021-12-23,1.2441313884148282,1.2658601468253532,17.959999084472656
